Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
27178;19132;Aktuelle Rheumatologie;journal;14389940, 0341051X;0,121;Q4;14;105;447;1223;27;170;0,07;11,65;-;0;12;Germany;Western Europe;Georg Thieme Verlag;1978-2024;Rheumatology (Q4);Medicine
27179;21100854425;Annals of the Fondazione Luigi Einaudi;journal;25324969;0,121;Q3;7;0;84;0;15;69;0,04;0,00;-;0;0;Italy;Western Europe;Casa Editrice Leo S. Olschki;2017-2023;"History (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
27180;16100154769;Arabic Sciences and Philosophy;journal;09574239, 14740524;0,121;Q3;24;10;27;846;7;26;0,38;84,60;-;0;0;United Kingdom;Western Europe;Cambridge University Press;1991-2024;"History (Q3); Philosophy (Q3); History and Philosophy of Science (Q4); Multidisciplinary (Q4)";"Arts and Humanities; Multidisciplinary"
27181;16400154741;Archeologia Classica;journal;03918165;0,121;Q2;10;13;74;836;6;74;0,10;64,31;-;0;1;Italy;Western Europe;L'Erma di Bretschneider;2002-2013, 2015-2024;"Classics (Q2); Archeology (Q3); Archeology (arts and humanities) (Q3)";"Arts and Humanities; Social Sciences"
27182;26780;Archives de Sciences Sociales des Religions;journal;03355985, 17775825;0,121;Q3;19;58;80;213;19;77;0,21;3,67;-;0;0;France;Western Europe;Editions EHESS: Ecole des Hautes Etudes en Sciences Sociales;1988, 1999, 2001-2024;"Religious Studies (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
27183;19700173009;arq: Architectural Research Quarterly;journal;13591355, 14740516;0,121;Q3;19;0;85;0;21;72;0,19;0,00;-;0;0;United Kingdom;Western Europe;Cambridge University Press;1995-1997, 1999-2023;"Visual Arts and Performing Arts (Q3); Architecture (Q4)";"Arts and Humanities; Engineering"
27184;21100373617;Biblios;journal;15624730;0,121;Q4;7;17;45;553;7;44;0,14;32,53;-;0;3;United States;Northern America;University Library System, University of Pittsburgh;2013-2024;Library and Information Sciences (Q4);Social Sciences
27185;21100790798;Boletin Americanista;journal;05204100, 2014993X;0,121;Q3;6;25;86;898;11;83;0,03;35,92;-;0;5;Spain;Western Europe;Universitat de Barcelona;2011-2024;History (Q3);Arts and Humanities
27186;12100157006;Bulletin of Hispanic Studies;journal;14753839, 14783398;0,121;Q2;11;65;187;2551;24;182;0,13;39,25;-;0;3;United Kingdom;Western Europe;Liverpool University Press;2002-2025;"Literature and Literary Theory (Q2); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
27187;21100307490;Cahiers des Ameriques Latines;book series;11417161;0,121;Q3;7;17;125;898;19;107;0,13;52,82;-;0;5;France;Western Europe;Institut des Hautes Etudes de l'Amerique Latine (IHEAL);1972, 1976, 1979, 1987, 2001-2002, 2012-2024;"Cultural Studies (Q3); Demography (Q4); Sociology and Political Science (Q4); Urban Studies (Q4)";Social Sciences
27188;21101044913;Cardiovascular Medicine;journal;16642031, 1664204X;0,121;Q4;4;8;90;45;10;73;0,13;5,63;-;0;2;Switzerland;Western Europe;EMH Schweizerischer Arzteverlag AG;2019-2024;Cardiology and Cardiovascular Medicine (Q4);Medicine
27189;4000151712;Chinese Journal of Contemporary Neurology and Neurosurgery;journal;16726731;0,121;Q4;11;158;512;4992;114;511;0,22;31,59;-;1;40;China;Asiatic Region;Tianjin Huanhu Hospital;2006-2025;"Neurology (Q4); Neurology (clinical) (Q4)";"Medicine; Neuroscience"
27190;21393;Chinese Journal of Microbiology and Immunology;journal;02545101;0,121;Q4;9;145;420;4957;112;417;0,31;34,19;-;0;71;China;Asiatic Region;Chinese Medical Journals Publishing House Co.Ltd;1972, 1974-1989, 1993-2024;"Immunology (Q4); Microbiology (Q4); Virology (Q4)";Immunology and Microbiology
27191;16400154753;Contemporary French and Francophone Studies;journal;17409292;0,121;Q2;11;70;199;1831;27;178;0,12;26,16;-;0;10;United Kingdom;Western Europe;Taylor and Francis Ltd.;1997-2024;"Literature and Literary Theory (Q2); Cultural Studies (Q3); History (Q3); Visual Arts and Performing Arts (Q3)";"Arts and Humanities; Social Sciences"
27192;21100860444;Dog Behavior;journal;24210684, 24215678;0,121;Q4;12;3;40;64;10;40;0,28;21,33;-;0;0;Italy;Western Europe;Edizioni ETS;2015-2024;"Animal Science and Zoology (Q4); Applied Psychology (Q4); Small Animals (Q4)";"Agricultural and Biological Sciences; Psychology; Veterinary"
27193;21100267793;Early Medieval China;journal;15299104, 19467842;0,121;Q2;6;3;19;0;2;16;0,09;0,00;-;0;0;United Kingdom;Western Europe;Maney Publishing;1994-1995, 2005, 2007-2024;"Literature and Literary Theory (Q2); Cultural Studies (Q3); History (Q3); Philosophy (Q3); Religious Studies (Q3); Anthropology (Q4)";"Arts and Humanities; Social Sciences"
27194;21100235621;Etudes Mongoles et Siberiennes, Centrasiatiques et Tibetaines;journal;07665075, 21010013;0,121;Q3;8;12;35;653;17;32;0,44;54,42;-;0;2;France;Western Europe;Centre d'Etudes Mongoles et Siberiennes;2011, 2013-2024;"Cultural Studies (Q3); Linguistics and Language (Q3); Anthropology (Q4)";Social Sciences
27195;21101021441;European Journal of American Studies;journal;19919336;0,121;Q2;5;40;145;1388;32;140;0,16;34,70;-;0;4;France;Western Europe;European Association for American Studies;2018-2024;"Literature and Literary Theory (Q2); Cultural Studies (Q3); History (Q3); Geography, Planning and Development (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
27196;21101125543;European Journal of Creative Practices in Cities and Landscapes;journal;26120496;0,121;Q3;6;0;70;0;15;65;0,10;0,00;-;0;0;Italy;Western Europe;Department of Architecture, University of Bologna;2018-2023;"Cultural Studies (Q3); Architecture (Q4); Social Sciences (miscellaneous) (Q4); Urban Studies (Q4)";"Engineering; Social Sciences"
27197;21100202733;Extrapolation;journal;00145483;0,121;Q2;9;15;37;583;9;35;0,28;38,87;-;0;0;United States;Northern America;Liverpool University Press;2011-2024;"Literature and Literary Theory (Q2); Cultural Studies (Q3)";"Arts and Humanities; Social Sciences"
27198;6000162994;Folk Life;journal;04308778, 1759670X;0,121;Q3;6;8;28;132;7;26;0,12;16,50;-;0;2;United Kingdom;Western Europe;Taylor and Francis Ltd.;1963-1995, 2002-2024;"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); Anthropology (Q4)";"Arts and Humanities; Social Sciences"
27199;21100902945;Fronteras de la Historia;journal;25394711, 20274688;0,121;Q3;5;37;96;1150;13;93;0,19;31,08;-;0;5;Colombia;Latin America;Instituto Colombiano de Antropologia e Historia;2018-2025;History (Q3);Arts and Humanities
27200;26797;History of Religions;journal;15456935, 00182710;0,121;Q3;29;6;38;145;17;33;0,26;24,17;-;0;0;United States;Northern America;University of Chicago Press;1966, 1979, 1982, 1996-2024;"History (Q3); Religious Studies (Q3)";Arts and Humanities
27201;33335;Huaxue Gongcheng/Chemical Engineering (China);journal;10059954;0,121;Q4;13;190;531;1971;110;531;0,19;10,37;-;0;61;China;Asiatic Region;Editorial Office of Chemical Engineering (China);1996-2025;Chemical Engineering (miscellaneous) (Q4);Chemical Engineering
27202;21100244939;IEEE International Conference on Nano/Molecular Medicine and Engineering, NANOMED;conference and proceedings;21596972, 21596964;0,121;-;6;0;40;0;9;36;0,04;0,00;-;0;0;United States;Northern America;IEEE Computer Society;2012-2013, 2016, 2018-2019, 2021, 2023;"Biomedical Engineering; Microbiology (medical); Molecular Medicine";"Biochemistry, Genetics and Molecular Biology; Engineering; Medicine"
27203;21101246775;Instrumentation;journal;20957521;0,121;Q4;4;36;63;1037;22;63;0,41;28,81;-;0;8;China;Asiatic Region;Popular Science Press;2020-2024;"Control and Systems Engineering (Q4); Electrical and Electronic Engineering (Q4); Engineering (miscellaneous) (Q4); Industrial and Manufacturing Engineering (Q4)";Engineering
27204;6400153167;International Journal of Microstructure and Materials Properties;journal;17418410, 17418429;0,121;Q4;19;25;52;438;17;52;0,27;17,52;-;0;2;United Kingdom;Western Europe;Inderscience Enterprises Ltd;2005-2024;Materials Science (miscellaneous) (Q4);Materials Science
27205;19600165300;Italian Journal of Medicine;journal;18779352, 18779344;0,121;Q4;14;83;105;2609;18;98;0,19;31,43;-;0;45;Italy;Western Europe;Page Press Publications;2007-2025;Medicine (miscellaneous) (Q4);Medicine
27206;21101196446;Journal of Groundwater Hydrology;journal;09134182, 21855943;0,121;Q4;3;16;65;331;6;40;0,10;20,69;-;0;3;Japan;Asiatic Region;Japanese Association of Groundwater Hydrology;2019-2024;"Civil and Structural Engineering (Q4); Earth-Surface Processes (Q4); Water Science and Technology (Q4)";"Earth and Planetary Sciences; Engineering; Environmental Science"
27207;21101163376;Journal of Indian Ocean World Studies;journal;25613111;0,121;Q2;4;6;39;38;11;31;0,18;6,33;-;0;0;Canada;Northern America;McGill University Library;2019-2024;"Literature and Literary Theory (Q2); History (Q3); Anthropology (Q4)";"Arts and Humanities; Social Sciences"
27208;5700176509;Journal of Indo-European Studies;book series;00922323;0,121;Q2;11;0;16;0;2;16;0,00;0,00;-;0;0;United States;Northern America;Institute for the Study of Man;2002-2021;"Literature and Literary Theory (Q2); Archeology (Q3); Archeology (arts and humanities) (Q3); History (Q3); Linguistics and Language (Q3); Anthropology (Q4)";"Arts and Humanities; Social Sciences"
27209;11600153430;Journal of Literary Studies;journal;17535387, 02564718;0,121;Q2;14;27;78;991;31;70;0,12;36,70;-;0;9;United Kingdom;Western Europe;Unisa Press;1985-2024;Literature and Literary Theory (Q2);Arts and Humanities
27210;21100404539;Journal of Muslims in Europe;journal;2211792X, 22117954;0,121;Q3;14;16;65;671;19;58;0,22;41,94;-;0;4;Netherlands;Western Europe;Brill Academic Publishers;2012-2025;"Cultural Studies (Q3); History (Q3); Religious Studies (Q3); Anthropology (Q4)";"Arts and Humanities; Social Sciences"
27211;19700173242;Journal of Ocean Technology;journal;17183200;0,121;Q4;14;52;165;289;16;95;0,11;5,56;-;0;4;Canada;Northern America;Fisheries and Marine Institute of Memorial University of Newfoundland;2009-2024;Ocean Engineering (Q4);Engineering
27212;145545;Journal of Postgraduate Medical Institute;journal;10135472, 18119387;0,121;Q4;14;52;148;1167;23;137;0,16;22,44;-;0;20;Pakistan;Asiatic Region;Postgraduate Medical Institute;2005-2024;Medicine (miscellaneous) (Q4);Medicine
27213;21101044923;Journal of Prevention and Treatment for Stomatological Diseases;journal;20970234, 20961456;0,121;Q4;4;121;385;4710;104;385;0,30;38,93;-;0;23;China;Asiatic Region;Southern Medical University Stomatological Hospital;2019-2025;"Dental Hygiene (Q4); Oral Surgery (Q4); Orthodontics (Q4)";Dentistry
27214;16303;Journal of Structural Engineering (India);journal;09700137;0,121;Q4;15;0;53;0;15;52;0,33;0,00;-;0;0;India;Asiatic Region;Structural Engineering Research Centre;1988-1990, 1996-2023;"Building and Construction (Q4); Civil and Structural Engineering (Q4); Mechanical Engineering (Q4)";Engineering
27215;21100391300;Journal of Xi'an Jiaotong University (Medical Sciences);journal;16718259;0,121;Q4;9;152;460;3944;104;460;0,27;25,95;-;0;60;China;Asiatic Region;Xi'an Medical University;2002-2025;"Clinical Biochemistry (Q4); Medicine (miscellaneous) (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
27216;21101160599;Journal of Xinxiang Medical University;journal;10047239;0,121;Q4;5;158;682;4683;137;682;0,26;29,64;-;0;85;China;Asiatic Region;;2019-2024;Medicine (miscellaneous) (Q4);Medicine
27217;21101267545;Jurnal Suara Hukum;journal;26565358, 2656534X;0,121;Q4;3;10;54;269;11;54;0,13;26,90;-;0;6;Indonesia;Asiatic Region;;2020-2024;"Law (Q4); Political Science and International Relations (Q4)";Social Sciences
27218;18700156726;Kriminologisches Journal;journal;03411966;0,121;Q4;7;0;51;0;10;39;0,19;0,00;-;0;0;Germany;Western Europe;Biomedical Research Press s.a.s.;2009-2013, 2015-2023;"Law (Q4); Safety Research (Q4)";Social Sciences
27219;5700162205;Labour History Review;journal;09615652, 17458188;0,121;Q3;9;9;37;1232;8;37;0,05;136,89;-;0;3;United Kingdom;Western Europe;Liverpool University Press;2009-2011, 2014-2024;"History (Q3); Organizational Behavior and Human Resource Management (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Business, Management and Accounting; Social Sciences"
27220;21101194101;Millenium: Journal of Education, Technologies, and Health;journal;08733015, 1647662X;0,121;Q4;4;60;165;1426;29;154;0,10;23,77;-;0;21;Portugal;Western Europe;Polytechnic Institute of Viseu;2019-2025;"Education (Q4); Social Sciences (miscellaneous) (Q4)";Social Sciences
27221;21101256310;Offshore Site Investigation and Geotechnics;conference and proceedings;27546322;0,121;-;12;0;265;0;35;264;0,13;0,00;-;0;0;United Kingdom;Western Europe;Society for Underwater Technology;2017, 2023;Ocean Engineering;Engineering
27222;21100838772;Oncogematologiya;journal;24134023, 18188346;0,121;Q4;7;59;171;1881;50;170;0,30;31,88;-;0;39;Russian Federation;Eastern Europe;ABV-press Publishing House;2017-2024;"Hematology (Q4); Oncology (Q4)";Medicine
27223;22166;Osteuropa;journal;00306428;0,121;Q4;12;99;295;3918;23;276;0,07;39,58;-;0;0;Germany;Western Europe;Berliner Wissenschafts-Verlag;1974, 1976, 1978-1979, 1984, 1986, 1996-2024;Sociology and Political Science (Q4);Social Sciences
27224;5800171010;Oxford University Commonwealth Law Journal;journal;14729342;0,121;Q4;6;0;34;0;12;30;0,41;0,00;-;0;0;United Kingdom;Western Europe;Taylor and Francis Ltd.;2013-2023;Law (Q4);Social Sciences
27225;21101041414;Palimpsest;journal;2545398X, 25453998;0,121;Q3;2;21;137;427;8;136;0,04;20,33;-;0;3;Macedonia;Eastern Europe;Goce Delchev University of Shtip;2019-2024;Linguistics and Language (Q3);Social Sciences
27226;14000155810;Photography and Culture;journal;17514525, 17514517;0,121;Q3;9;20;92;575;18;86;0,17;28,75;-;0;2;United Kingdom;Western Europe;Taylor and Francis Ltd.;2012-2025;"Cultural Studies (Q3); Visual Arts and Performing Arts (Q3)";"Arts and Humanities; Social Sciences"
27227;28123;Practising Midwife;journal;14613123;0,121;Q4;12;63;227;709;19;184;0,06;11,25;-;0;38;United Kingdom;Western Europe;Elsevier;1998-2025;"Maternity and Midwifery (Q4); Medicine (miscellaneous) (Q4)";"Medicine; Nursing"
27228;5000157802;Proceedings of the International Astronomical Union;book series;17439221, 17439213;0,121;Q4;27;1;634;36;47;499;0,05;36,00;-;0;0;United Kingdom;Western Europe;Cambridge University Press;2004-2024;"Astronomy and Astrophysics (Q4); Space and Planetary Science (Q4)";"Earth and Planetary Sciences; Physics and Astronomy"
27229;21100970227;Proceedings of the Thermal and Fluids Engineering Summer Conference;conference and proceedings;23791748;0,121;-;8;189;519;3317;80;516;0,17;17,55;-;0;77;United States;Northern America;Begell House Inc.;2015, 2017-2024;"Condensed Matter Physics; Electrical and Electronic Engineering; Energy Engineering and Power Technology; Fluid Flow and Transfer Processes; Mechanical Engineering; Renewable Energy, Sustainability and the Environment";"Chemical Engineering; Energy; Engineering; Physics and Astronomy"
27230;18667;Psiquiatria Biologica;journal;15788962, 11345934;0,121;Q4;9;53;62;989;12;54;0,09;18,66;-;0;17;Spain;Western Europe;Elsevier Espana S.L.U;1996-2025;Psychiatry and Mental Health (Q4);Medicine
27231;21100202139;Quintana;journal;15797414, 23400005;0,121;Q3;3;21;86;930;9;82;0,13;44,29;-;0;4;Spain;Western Europe;Department of Publications and Scientific Exchange, University of Santiago de Compostela (SPIC);2011-2024;Visual Arts and Performing Arts (Q3);Arts and Humanities
27232;21101062566;Recent Advances in Ophthalmology;journal;10035141;0,121;Q4;5;179;655;5938;150;655;0,24;33,17;-;0;20;China;Asiatic Region;Xinxiang Medical University;2019-2025;Ophthalmology (Q4);Medicine
27233;18615;Renaissance Quarterly;journal;19350236, 00344338;0,121;Q2;26;14;247;2688;46;246;0,42;192,00;-;0;1;United States;Northern America;University of Chicago Press;1971-1972, 1976-1979, 1982, 1984-1985, 1987-1991, 1993-1994, 1996, 1999-2024;"Literature and Literary Theory (Q2); History (Q3); Visual Arts and Performing Arts (Q3)";Arts and Humanities
27234;21101021469;ReOrient;journal;20555601, 2055561X;0,121;Q3;7;16;27;896;8;27;0,33;56,00;-;0;1;United Kingdom;Western Europe;Pluto Journals;2019-2024;"Cultural Studies (Q3); Philosophy (Q3); Religious Studies (Q3)";"Arts and Humanities; Social Sciences"
27235;21100903867;Reproductive Endocrinology;journal;24111295, 23094117;0,121;Q4;6;47;223;1677;68;222;0,31;35,68;-;0;28;Ukraine;Eastern Europe;Trylyst;2019-2024;"Endocrinology, Diabetes and Metabolism (Q4); Obstetrics and Gynecology (Q4); Reproductive Medicine (Q4)";Medicine
27236;21101089568;Reproductive Health Eastern Europe;journal;22263276, 24143634;0,121;Q4;3;77;203;2132;18;203;0,09;27,69;-;0;33;Belarus;Eastern Europe;Professionalnye Izdaniya;2019-2024;"Obstetrics and Gynecology (Q4); Reproductive Medicine (Q4); Urology (Q4)";Medicine
27237;21101149133;Res Publica. Revista de Historia de las Ideas Politicas;journal;15764184, 19896115;0,121;Q3;4;34;143;1034;19;133;0,11;30,41;-;0;13;Spain;Western Europe;Universidad Complutense Madrid;2019-2024;"Philosophy (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
27238;21100903450;Review of Korean Studies;journal;27339351, 12290076;0,121;Q3;3;27;84;648;9;72;0,09;24,00;-;0;3;South Korea;Asiatic Region;The Academy of Korean Studies;2018-2024;"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
27239;21100904807;Revista Conhecimento Online;journal;21768501;0,121;Q4;4;24;88;685;23;84;0,20;28,54;-;0;8;Brazil;Latin America;UNIVERSIDADE FEEVALE;2019-2024;"Education (Q4); Multidisciplinary (Q4)";"Multidisciplinary; Social Sciences"
27240;13562;Revista Cubana de Investigaciones Biomedicas;journal;15613011, 08640300;0,121;Q4;15;271;380;6358;98;346;0,25;23,46;-;0;113;Cuba;Latin America;Editorial Ciencias Medicas;1988-1992, 1996-2025;Medicine (miscellaneous) (Q4);Medicine
27241;21101064979;Revista Historia Social y de las Mentalidades;journal;07175248, 07194749;0,121;Q3;4;20;63;1126;14;59;0,20;56,30;-;0;3;Chile;Latin America;Universidad de Santiago de Chile;2019-2024;"History (Q3); Education (Q4)";"Arts and Humanities; Social Sciences"
27242;21100837220;Revista Latinoamericana de Derecho Social;journal;24487899, 18704670;0,121;Q4;5;9;61;296;9;60;0,12;32,89;-;0;7;Mexico;Latin America;Universidad Nacional Autonoma de Mexico;2016-2025;Law (Q4);Social Sciences
27243;21100936537;Romanian Astronomical Journal;journal;22853758, 12205168;0,121;Q4;5;5;40;106;10;39;0,19;21,20;-;0;0;Romania;Eastern Europe;Publishing House of the Romanian Academy;2019-2024;"Astronomy and Astrophysics (Q4); Space and Planetary Science (Q4)";"Earth and Planetary Sciences; Physics and Astronomy"
27244;21100820732;Romanian Journal of Neurology/ Revista Romana de Neurologie;journal;20696094, 18438148;0,121;Q4;6;72;211;1833;40;206;0,18;25,46;-;0;26;Romania;Eastern Europe;Amaltea Medical Publishing House;2009-2024;"Neurology (Q4); Neurology (clinical) (Q4)";"Medicine; Neuroscience"
27245;21101150441;Russian Family Doctor;journal;20721668, 27132331;0,121;Q4;3;29;70;720;12;70;0,20;24,83;-;0;17;Russian Federation;Eastern Europe;Eco-Vector LLC;2019-2024;"Family Practice (Q4); Geriatrics and Gerontology (Q4); Infectious Diseases (Q4); Internal Medicine (Q4)";Medicine
27246;21101169013;Russian Journal of Pediatric Surgery, Anesthesia and Intensive Care;journal;25876554, 22194061;0,121;Q4;5;51;167;1182;31;152;0,15;23,18;-;0;7;Russian Federation;Eastern Europe;Eco-Vector LLC;2019-2024;"Anesthesiology and Pain Medicine (Q4); Emergency Medicine (Q4); Pediatrics, Perinatology and Child Health (Q4); Surgery (Q4)";Medicine
27247;19700174807;Scientific Journal of Kurdistan University of Medical Sciences;journal;1560652X, 23454040;0,121;Q4;14;72;226;2110;53;221;0,15;29,31;-;0;28;Iran;Middle East;Kurdistan University of Medical Sciences;2009-2024;Medicine (miscellaneous) (Q4);Medicine
27248;21100291843;Seoul Journal of Korean Studies;journal;12250201;0,121;Q3;4;14;55;646;9;47;0,13;46,14;-;0;2;South Korea;Asiatic Region;Kyujanggak Institute for Korean Studies, Seoul National University;2013-2024;"Archeology (Q3); Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); Linguistics and Language (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
27249;21100932471;Singapore Academy of Law Journal;journal;02182009;0,121;Q4;3;13;43;1347;5;43;0,06;103,62;-;0;1;Singapore;Asiatic Region;Academy Publishing;2019-2024;Law (Q4);Social Sciences
27250;16100154705;South African Historical Journal;journal;17261686, 02582473;0,121;Q3;23;8;89;309;31;78;0,14;38,63;-;0;1;United Kingdom;Western Europe;Taylor and Francis Ltd.;1969-2024;History (Q3);Arts and Humanities
27251;19507;South Dakota journal of medicine;journal;00383317;0,121;Q4;19;149;315;0;71;278;0,20;0,00;-;0;35;United States;Northern America;South Dakota State Medical Association;1948-1949, 1965-2024;Medicine (miscellaneous) (Q4);Medicine
27252;21100858132;Synthesis Lectures on Mathematics and Statistics;book series;19381751, 19381743;0,121;Q4;5;29;166;908;40;3;0,23;31,31;-;0;1;United States;Northern America;Springer International Publishing;2008, 2016-2025;"Analysis (Q4); Applied Mathematics (Q4); Mathematics (miscellaneous) (Q4); Statistics and Probability (Q4)";Mathematics
27253;21101162629;Telehealth and Medicine Today;journal;24716960;0,121;Q4;2;33;26;616;8;23;0,31;18,67;-;0;17;United States;Northern America;Partners in Digital Health;2023-2024;"Emergency Medical Services (Q4); Health Informatics (Q4); Health Information Management (Q4); Health Professions (miscellaneous) (Q4); Medicine (miscellaneous) (Q4)";"Health Professions; Medicine"
27254;28481;Tezhong Zhuzao Ji Youse Hejin/Special Casting and Nonferrous Alloys;journal;10012249;0,121;Q4;11;297;788;6386;144;788;0,18;21,50;-;0;32;China;Asiatic Region;Journal Office of Special Casting and Nonferrous Alloys;1994-1995, 1997, 2001-2025;"Condensed Matter Physics (Q4); Materials Chemistry (Q4); Metals and Alloys (Q4); Physical and Theoretical Chemistry (Q4)";"Chemistry; Materials Science; Physics and Astronomy"
27255;21101166963;Translation Matters;journal;21844585;0,121;Q2;5;20;58;865;19;50;0,34;43,25;-;0;1;Portugal;Western Europe;University of Porto Faculty of Arts and Humanities;2019-2024;"Literature and Literary Theory (Q2); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
27256;21100792502;Trashumante;journal;23229675, 23229381;0,121;Q3;6;31;78;945;11;77;0,09;30,48;-;1;5;Colombia;Latin America;Universidad de Antioquia;2013-2025;"History (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
27257;16100154755;Tulsa Studies in Womens Literature;journal;19361645, 07327730;0,121;Q2;13;21;76;530;20;70;0,17;25,24;-;0;4;United States;Northern America;University of Tulsa;2002-2013, 2015-2024;"Literature and Literary Theory (Q2); Gender Studies (Q4)";"Arts and Humanities; Social Sciences"
27258;8400155718;Umeni;journal;00495123;0,121;Q3;4;0;72;0;13;53;0,10;0,00;-;0;0;Czech Republic;Eastern Europe;Institute of Art History of the Academy of Sciences of the Czech Republic;2002-2023;Visual Arts and Performing Arts (Q3);Arts and Humanities
27259;4600151402;Volta Review;journal;00428639, 21625158;0,121;Q3;32;4;14;119;2;12;0,00;29,75;-;0;0;United States;Northern America;Alexander Graham Bell Association;1946-1948, 1973, 1996-2001, 2004-2015, 2017-2024;"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); Developmental and Educational Psychology (Q4)";"Arts and Humanities; Psychology; Social Sciences"
27260;6500153188;Wasafiri;journal;02690055;0,121;Q2;13;85;180;498;29;71;0,13;5,86;-;0;6;United Kingdom;Western Europe;Routledge;1984-2024;"Literature and Literary Theory (Q2); Cultural Studies (Q3)";"Arts and Humanities; Social Sciences"
27261;21000195015;World Journal of Laparoscopic Surgery;journal;09751955, 09745092;0,121;Q4;6;60;166;939;12;158;0,04;15,65;-;0;16;India;Asiatic Region;Jaypee Brothers Medical Publishers (P) Ltd;2011-2024;Surgery (Q4);Medicine
27262;21101073711;Acta Linguistica Petropolitana;journal;26584069, 23065737;0,120;Q3;3;28;116;804;19;114;0,23;28,71;-;0;1;Russian Federation;Eastern Europe;Institute for Linguistic Studies RAS;2019-2024;Linguistics and Language (Q3);Social Sciences
27263;19700168717;African Journal of Drug and Alcohol Studies;journal;15314065;0,120;Q4;13;0;22;0;6;22;0,13;0,00;-;0;0;Nigeria;Africa;African Center for Research and Information on Substance Abuse;2009-2023;Psychiatry and Mental Health (Q4);Medicine
27264;21101219814;Afrika Focus;journal;2031356X, 0772084X;0,120;Q3;4;21;39;848;7;35;0,06;40,38;-;0;12;Netherlands;Western Europe;Brill Academic Publishers;2019-2025;"Cultural Studies (Q3); Social Sciences (miscellaneous) (Q4)";Social Sciences
27265;21000195312;Agricultural Economics Review;journal;11092580;0,120;Q4;15;5;12;245;1;12;0,13;49,00;-;0;5;Greece;Western Europe;Greek Association of Agricultural Economists;2011-2024;Agronomy and Crop Science (Q4);Agricultural and Biological Sciences
27266;66252;Anesteziologie a Intenzivni Medicina;journal;12142158, 18054412;0,120;Q4;7;57;188;1239;9;127;0,03;21,74;-;0;13;Czech Republic;Eastern Europe;Czech Medical Association J.E. Purkyne;2003-2024;"Anesthesiology and Pain Medicine (Q4); Critical Care and Intensive Care Medicine (Q4)";Medicine
27267;120079;Annual IEEE Semiconductor Thermal Measurement and Management Symposium;conference and proceedings;10652221;0,120;-;43;16;21;128;12;19;0,57;8,00;-;0;2;United States;Northern America;Institute of Electrical and Electronics Engineers Inc.;1995-2017, 2023-2024;"Electrical and Electronic Engineering; Instrumentation";"Engineering; Physics and Astronomy"
27268;22779;Archiv Orientalni;journal;00448699;0,120;Q3;7;23;64;1159;11;58;0,17;50,39;-;0;4;Czech Republic;Eastern Europe;Oriental Institute, Czech Academy of Sciences;1986, 2001, 2009-2024;"Cultural Studies (Q3); History (Q3)";"Arts and Humanities; Social Sciences"
27269;13410;Australian Historical Studies;journal;19405049, 1031461X;0,120;Q3;24;52;115;35;31;103;0,19;0,67;-;0;10;United Kingdom;Western Europe;Taylor and Francis Ltd.;1988-2004, 2006-2025;History (Q3);Arts and Humanities
27270;4700153001;Austrian Journal of Agricultural Economics and Rural Studies;journal;18158129, 18151027;0,120;Q4;9;0;31;0;7;30;0,08;0,00;-;0;0;Austria;Western Europe;OGA-Osterreichische Gesellschaft fur Agrarokonomie;2006-2016, 2018-2022;"Agronomy and Crop Science (Q4); Economics and Econometrics (Q4); Forestry (Q4)";"Agricultural and Biological Sciences; Economics, Econometrics and Finance"
27271;21100204309;Avances en Quimica;journal;18565301;0,120;Q4;6;12;36;478;6;34;0,21;39,83;-;0;3;Venezuela;Latin America;Universidad de Los Andes;2012-2024;Chemistry (miscellaneous) (Q4);Chemistry
27272;21100838560;Buddhist-Christian Studies;journal;15279472, 08820945;0,120;Q3;3;18;73;549;16;71;0,12;30,50;-;0;2;United States;Northern America;University of Hawaii Press;2017-2024;"History (Q3); Religious Studies (Q3)";Arts and Humanities
