Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
24964;14806;Shinrigaku Kenkyu;journal;00215236;0,145;Q4;22;34;161;1130;38;160;0,13;33,24;-;0;8;Japan;Asiatic Region;Japanese Psychological Association;1926-1938, 1941-1943, 1948-2024;Psychology (miscellaneous) (Q4);Psychology
24965;21101080116;Siberian Journal of Clinical and Experimental Medicine;journal;27132927, 2713265X;0,145;Q4;5;93;283;2153;108;276;0,41;23,15;-;0;43;Russian Federation;Eastern Europe;Tomsk State University;2020-2024;"Cardiology and Cardiovascular Medicine (Q4); Internal Medicine (Q4); Medicine (miscellaneous) (Q4); Public Health, Environmental and Occupational Health (Q4); Radiology, Nuclear Medicine and Imaging (Q4)";Medicine
24966;21101089399;Southern Semiotic Review;journal;22022783, 22022775;0,145;Q2;2;20;43;600;5;40;0,17;30,00;-;0;5;Australia;Pacific Region;Playscript;2020-2024;"Literature and Literary Theory (Q2); Linguistics and Language (Q3); Philosophy (Q3)";"Arts and Humanities; Social Sciences"
24967;21101041814;St. Petersburg State Polytechnical University Journal: Physics and Mathematics;journal;26188686, 23049782;0,145;Q4;6;231;400;2625;106;398;0,26;11,36;-;0;17;Russian Federation;Eastern Europe;St. Petersburg Polytechnic University of Peter the Great;2019-2024;"Atomic and Molecular Physics, and Optics (Q4); Condensed Matter Physics (Q4); Mathematical Physics (Q4); Statistical and Nonlinear Physics (Q4)";"Mathematics; Physics and Astronomy"
24968;21101098747;Temes de Disseny;journal;26049155, 26046032;0,145;Q2;4;9;33;429;21;31;0,82;47,67;-;0;5;Spain;Western Europe;Elisava Barcelona School of Design and Engineering;2019-2024;"Visual Arts and Performing Arts (Q2); Architecture (Q3); Cultural Studies (Q3); Computer Graphics and Computer-Aided Design (Q4)";"Arts and Humanities; Computer Science; Engineering; Social Sciences"
24969;16457;Theatre Survey;journal;14754533, 00405574;0,145;Q2;15;15;52;746;15;40;0,19;49,73;-;0;1;United Kingdom;Western Europe;Cambridge University Press;1960-2025;Visual Arts and Performing Arts (Q2);Arts and Humanities
24970;21101039108;Uspehi Molekularnoj Onkologii;journal;2313805X, 24133787;0,145;Q4;3;41;103;2221;37;103;0,34;54,17;-;0;40;Russian Federation;Eastern Europe;ABC-press Publishing House;2019-2024;"Biochemistry (medical) (Q4); Cancer Research (Q4); Genetics (clinical) (Q4); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
24971;21101080474;World Journal of Chemical Education;journal;23751657, 23751665;0,145;Q4;6;12;70;260;25;70;0,40;21,67;-;0;3;United States;Northern America;Science and Education Publishing;2019-2025;"Analytical Chemistry (Q4); Chemistry (miscellaneous) (Q4); Education (Q4); Physical and Theoretical Chemistry (Q4)";"Chemistry; Social Sciences"
24972;21100794750;Zeitschrift fur Angewandte Linguistik;journal;14339889, 21900191;0,145;Q3;6;12;27;827;14;27;0,56;68,92;-;0;1;Germany;Western Europe;De Gruyter Mouton;2016-2025;Linguistics and Language (Q3);Social Sciences
24973;21101121174;Zeszyty Wiejskie;journal;15066541, 26574373;0,145;Q2;2;52;46;1267;8;45;0,15;24,37;-;0;8;Poland;Eastern Europe;Lodz University Press;2019-2024;"History (Q2); Anthropology (Q3); Archeology (Q3); Archeology (arts and humanities) (Q3); Cultural Studies (Q3)";"Arts and Humanities; Social Sciences"
24974;21101208626;Academy of Management Annual Meeting Proceedings;conference and proceedings;00650668, 21516561;0,144;-;26;315;1188;727;189;1184;0,14;2,31;-;0;58;United States;Northern America;Academy of Management;2005-2024;"Industrial Relations; Management Information Systems; Management of Technology and Innovation";Business, Management and Accounting
24975;19900193643;Anales de Literatura Chilena;journal;07176058;0,144;Q2;6;58;149;1061;11;130;0,07;18,29;-;0;2;Chile;Latin America;Centro de Estudios de Literatura Chilena, Instituto de Letras, Pontificia Universidad Catolica de Chile;2010-2024;Literature and Literary Theory (Q2);Arts and Humanities
24976;19400158438;Annals of the University of Craiova, Physics;journal;12236039;0,144;Q4;10;13;46;374;28;45;0,71;28,77;-;0;1;Romania;Eastern Europe;Universitatea din Craiova;2009-2024;Physics and Astronomy (miscellaneous) (Q4);Physics and Astronomy
24977;21100828135;Aquaculture Science;journal;03714217, 21850194;0,144;Q4;7;0;77;0;22;77;0,27;0,00;-;0;0;Japan;Asiatic Region;Japanese Society for Aquaculture Research, Nishimura Toushadou Ltd.;2016-2023;"Animal Science and Zoology (Q4); Aquatic Science (Q4)";Agricultural and Biological Sciences
24978;21101186907;Archiwum Kryminologii;journal;27194280, 00666890;0,144;Q3;4;14;69;944;16;69;0,26;67,43;-;0;10;Poland;Eastern Europe;Institute of Law Studies of the Polish Academy of Sciences and the Committee on Legal Sciences of the Polish Academy of Sciences;2019-2024;"Law (Q3); Sociology and Political Science (Q4)";Social Sciences
24979;21101265515;Asia-Pacific Journal of Information Technology and Multimedia;journal;22892192;0,144;Q4;2;20;40;501;21;40;0,53;25,05;-;0;5;Malaysia;Asiatic Region;Penerbit Universiti Kebangsaan Malaysia;2022-2024;"Artificial Intelligence (Q4); Computer Networks and Communications (Q4); Computer Science Applications (Q4); Computer Vision and Pattern Recognition (Q4)";Computer Science
24980;20600195533;Baltic Journal of Law and Politics;journal;20290454;0,144;Q3;10;34;42;1639;13;42;0,25;48,21;-;0;18;Germany;Western Europe;;2012-2024;"Law (Q3); Sociology and Political Science (Q4)";Social Sciences
24981;16400154747;Biblical Theology Bulletin;journal;19457596, 01461079;0,144;Q2;19;26;72;922;13;72;0,06;35,46;-;0;3;United States;Northern America;SAGE Publications Inc.;1973-2024;Religious Studies (Q2);Arts and Humanities
24982;21100938727;British Journal for the History of Mathematics;journal;26375494, 26375451;0,144;Q3;9;14;38;703;15;34;0,33;50,21;-;0;0;United Kingdom;Western Europe;Taylor and Francis Ltd.;2019-2025;"History and Philosophy of Science (Q3); Education (Q4); Mathematics (miscellaneous) (Q4)";"Arts and Humanities; Mathematics; Social Sciences"
24983;91500;Bulletin Hispanique;journal;00074640;0,144;Q2;7;0;128;0;9;126;0,11;0,00;-;0;0;France;Western Europe;Universite de Bordeaux III (Michel de Montaigne), Institut Hispanique;1972, 1999, 2001-2017, 2019-2023;"History (Q2); Literature and Literary Theory (Q2); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
24984;30026;Cahiers de Nutrition et de Dietetique;journal;00079960;0,144;Q4;16;43;116;1980;41;96;0,30;46,05;-;0;20;France;Western Europe;Elsevier Masson s.r.l.;1973-1991, 1994-2025;"Medicine (miscellaneous) (Q4); Nutrition and Dietetics (Q4)";"Medicine; Nursing"
24985;19600166037;Canadian Theatre Review;journal;03150836;0,144;Q2;9;60;228;839;40;181;0,24;13,98;-;0;2;Canada;Northern America;University of Toronto Press;1977, 1979, 1982, 1988, 1994-1995, 1998, 2000, 2003, 2009-2025;Visual Arts and Performing Arts (Q2);Arts and Humanities
24986;21100202516;Chinese Journal of Experimental Ophthalmology;journal;20950160;0,144;Q4;10;146;517;5422;159;515;0,34;37,14;-;0;28;China;Asiatic Region;Chinese Medical Journals Publishing House Co.Ltd;2011-2025;Ophthalmology (Q4);Medicine
24987;21100983353;Chinese Journal of Pediatric Surgery;journal;02533006;0,144;Q4;8;207;640;5727;140;638;0,17;27,67;-;0;35;China;Asiatic Region;Chinese Medical Journals Publishing House Co.Ltd;2019-2025;"Pediatrics, Perinatology and Child Health (Q4); Surgery (Q4)";Medicine
24988;21101244201;Control and Optimization in Applied Mathematics;journal;25385615, 23833130;0,144;Q4;3;24;36;696;13;36;0,29;29,00;-;0;5;Iran;Middle East;;2020-2024;"Applied Mathematics (Q4); Control and Optimization (Q4); Mathematics (miscellaneous) (Q4); Modeling and Simulation (Q4)";Mathematics
24989;21101185851;Diyala Agricultural Sciences Journal;journal;20739524, 23108746;0,144;Q4;5;28;67;1042;35;67;0,61;37,21;-;0;14;Iraq;Middle East;College of Agriculture, University of Diyala;2019-2024;"Agricultural and Biological Sciences (miscellaneous) (Q4); Animal Science and Zoology (Q4); Plant Science (Q4); Soil Science (Q4)";Agricultural and Biological Sciences
24990;5000156913;Education and Health;journal;20493665, 02651602;0,144;Q4;17;0;14;0;3;13;0,00;0,00;-;0;0;United Kingdom;Western Europe;SHEU, Schools Health Education Unit;2006-2021;Community and Home Care (Q4);Nursing
24991;19700186953;Enterprise Development and Microfinance;journal;17551978, 17551986;0,144;Q4;15;0;47;0;24;40;0,56;0,00;-;0;0;United Kingdom;Western Europe;Practical Action Publishing;2007-2022;"Development (Q4); Geography, Planning and Development (Q4)";Social Sciences
24992;21101274527;Environment and Water Engineering;journal;24763683;0,144;Q4;4;39;170;1125;48;170;0,31;28,85;-;0;23;Iran;Middle East;;2020-2024;"Environmental Engineering (Q4); Environmental Science (miscellaneous) (Q4); Water Science and Technology (Q4)";Environmental Science
24993;38677;Ernahrungs Umschau;journal;01740008;0,144;Q4;18;158;471;1445;67;264;0,19;9,15;-;0;24;Germany;Western Europe;Main Umschau Verlag Breidenstein;1973-1978, 1981-1982, 2003-2025;"Medicine (miscellaneous) (Q4); Nutrition and Dietetics (Q4)";"Medicine; Nursing"
24994;21101145676;Estudios Latinoamericanos;journal;01373080;0,144;Q2;3;0;28;0;5;26;0,00;0,00;-;0;0;Poland;Eastern Europe;Polish Association for Latin American Studies;2019-2023;"History (Q2); Literature and Literary Theory (Q2); Anthropology (Q3); Archeology (Q3); Archeology (arts and humanities) (Q3)";"Arts and Humanities; Social Sciences"
24995;5600153136;European Legacy;journal;14701316, 10848770;0,144;Q2;12;74;181;1441;47;170;0,17;19,47;-;0;6;United Kingdom;Western Europe;Taylor and Francis Ltd.;2001-2002, 2009-2025;"History (Q2); Cultural Studies (Q3); Philosophy (Q3)";"Arts and Humanities; Social Sciences"
24996;21101098811;Extreme Medicine;journal;27132757, 27132765;0,144;Q4;4;35;160;1024;37;160;0,27;29,26;-;0;9;Russian Federation;Eastern Europe;Federal Medical Biological Agency Publishing Group;2019-2024;"Genetics (clinical) (Q4); Immunology and Allergy (Q4); Infectious Diseases (Q4); Microbiology (medical) (Q4); Orthopedics and Sports Medicine (Q4); Public Health, Environmental and Occupational Health (Q4); Radiology, Nuclear Medicine and Imaging (Q4); Toxicology (Q4)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
24997;21840;Folia Pharmacologica Japonica;journal;00155691, 13478397;0,144;Q4;19;92;311;1447;44;260;0,13;15,73;-;0;18;Japan;Asiatic Region;Japanese Pharmacological Society;1944, 1947-1948, 1951-1956, 1958-2025;Pharmacology (Q4);Pharmacology, Toxicology and Pharmaceutics
24998;15117;Geo-Eco-Trop;journal;13706071;0,144;Q4;16;0;22;0;9;22;0,41;0,00;-;0;0;Belgium;Western Europe;Geo-Eco-Trop;1978-1988, 1990-2020, 2022;Earth and Planetary Sciences (miscellaneous) (Q4);Earth and Planetary Sciences
24999;21101226034;Geographical Environment and Living Systems;journal;27127621;0,144;Q4;3;23;104;551;13;102;0,11;23,96;-;0;17;Russian Federation;Eastern Europe;;2020-2024;"Ecological Modeling (Q4); Ecology (Q4); Environmental Science (miscellaneous) (Q4); Nature and Landscape Conservation (Q4)";Environmental Science
25000;15079;Hearing Journal;journal;23336218, 07457472;0,144;Q4;23;44;381;74;57;254;0,18;1,68;-;0;4;United States;Northern America;Lippincott Williams and Wilkins Ltd.;2001-2025;Speech and Hearing (Q4);Health Professions
25001;21101136249;IEEE Conference on Antenna Measurements and Applications, CAMA;conference and proceedings;26436795, 24741760;0,144;-;5;0;466;0;189;461;0,41;0,00;-;0;0;United States;Northern America;Institute of Electrical and Electronics Engineers;2022-2023;"Computer Networks and Communications; Instrumentation; Radiation";"Computer Science; Physics and Astronomy"
25002;21100854157;Indian Journal of Transplantation;journal;22120017, 22120025;0,144;Q3;5;103;290;1815;63;257;0,20;17,62;-;0;34;Netherlands;Western Europe;Elsevier B.V.;2016, 2020-2024;Transplantation (Q3);Medicine
25003;21101267554;Indonesian State Law Review;journal;26548763, 26543125;0,144;Q3;4;0;19;0;16;19;1,07;0,00;-;0;0;Indonesia;Asiatic Region;Universitas Negeri Semarang;2020-2023;"Law (Q3); Political Science and International Relations (Q4); Public Administration (Q4); Sociology and Political Science (Q4)";Social Sciences
25004;21100258858;International Journal of Design in Society;journal;23251360, 23251328;0,144;Q2;4;17;30;720;12;30;0,56;42,35;-;0;8;United States;Northern America;Common Ground Research Networks;2013-2025;"Visual Arts and Performing Arts (Q2); Cultural Studies (Q3); Urban Studies (Q4)";"Arts and Humanities; Social Sciences"
25005;15700154703;International Journal of Intelligent Information and Database Systems;journal;17515866, 17515858;0,144;Q4;16;10;49;317;62;49;1,31;31,70;-;0;0;United Kingdom;Western Europe;Inderscience Enterprises Ltd;2007-2024;Information Systems (Q4);Computer Science
25006;21100203122;International Journal of Organ Transplantation Medicine;journal;20086490, 20086482;0,144;Q4;19;6;67;165;28;67;0,28;27,50;-;0;2;Iran;Middle East;Avicenna Organ Transplant Institute;2012-2024;Transplantation (Q4);Medicine
25007;19700187505;International Journal of Private Law;journal;17536243, 17536235;0,144;Q3;6;4;19;208;5;19;0,21;52,00;-;0;1;United Kingdom;Western Europe;Taylor and Francis Ltd.;2008-2015, 2017-2021, 2023-2024;Law (Q3);Social Sciences
25008;21100283375;Investigaciones Historicas;journal;02109425, 25306472;0,144;Q2;5;76;157;2380;27;154;0,13;31,32;-;0;15;Spain;Western Europe;Universidad de Valladolid;2013-2015, 2017-2024;History (Q2);Arts and Humanities
25009;21100979309;Izvestiya of Saratov University. Physics;journal;2542193X, 18173020;0,144;Q4;7;37;97;1023;29;97;0,33;27,65;-;0;5;Russian Federation;Eastern Europe;Saratov State University;2005-2017, 2019-2024;"Biophysics (Q4); Engineering (miscellaneous) (Q4); Materials Science (miscellaneous) (Q4); Physics and Astronomy (miscellaneous) (Q4)";"Biochemistry, Genetics and Molecular Biology; Engineering; Materials Science; Physics and Astronomy"
25010;15332;Jordan Medical Journal;journal;04469283;0,144;Q4;10;53;90;1754;34;90;0,39;33,09;-;0;17;Jordan;Middle East;The University of Jordan;1972-1978, 1980-1982, 1984-1986, 1988-1991, 2006-2024;Medicine (miscellaneous) (Q4);Medicine
25011;30526;Journal of Agriculture of the University of Puerto Rico;journal;0041994X;0,144;Q4;12;14;48;414;5;48;0,08;29,57;-;0;2;Puerto Rico;Latin America;Agricultural Experiment Station;1955, 1970, 1976-1977, 1991, 1996-2024;"Agronomy and Crop Science (Q4); Animal Science and Zoology (Q4)";Agricultural and Biological Sciences
25012;16300154702;Journal of Band Research;journal;00219207;0,144;Q2;9;4;14;166;4;14;0,00;41,50;-;0;0;United States;Northern America;Troy State University Press;2002-2014, 2017-2022, 2024;Music (Q2);Arts and Humanities
25013;17600155301;Journal of British Cinema and Television;journal;17434521, 17551714;0,144;Q2;15;22;71;800;19;66;0,15;36,36;-;0;2;United Kingdom;Western Europe;Edinburgh University Press;2004-2025;"Visual Arts and Performing Arts (Q2); Communication (Q4)";"Arts and Humanities; Social Sciences"
25014;21101037169;Journal of Community Positive Practices;journal;22476571, 15828344;0,144;Q4;4;25;100;1110;30;100;0,33;44,40;-;0;19;Romania;Eastern Europe;Catalactica Association;2019-2024;"Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";Social Sciences
25015;21101259362;Journal of Korean Biological Nursing Science;journal;23836423, 23836415;0,144;Q4;4;35;84;1354;29;83;0,29;38,69;-;0;11;South Korea;Asiatic Region;;2020-2024;"Embryology (Q4); Psychology (miscellaneous) (Q4)";"Medicine; Psychology"
25016;21100828025;Journal of Logic and Analysis;journal;17599008;0,144;Q4;5;6;14;96;2;14;0,14;16,00;-;0;0;United States;Northern America;Journal of Logic and Analysis;2017-2024;"Analysis (Q4); Logic (Q4); Modeling and Simulation (Q4)";Mathematics
25017;21101098813;Journal of Medical Education Development;journal;29807670, 22519521;0,144;Q4;4;69;113;2275;45;106;0,43;32,97;-;0;23;Iran;Middle East;Zanjan University of Medical Sciences and Health Services;2019-2024;"Education (Q4); Medicine (miscellaneous) (Q4)";"Medicine; Social Sciences"
25018;5800207887;Journal of Modern Greek Studies;journal;10863265, 07381727;0,144;Q2;18;11;43;1031;18;43;0,37;93,73;-;0;1;United States;Northern America;Johns Hopkins University Press;2002-2024;"History (Q2); Cultural Studies (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
25019;21100943982;Journal of Southeast Asian American Education and Advancement;journal;21538999;0,144;Q4;4;5;30;138;9;19;0,21;27,60;-;0;1;United States;Northern America;Purdue University Press;2019-2025;Education (Q4);Social Sciences
25020;19900194804;Journal of the Statistical and Social Inquiry Society of Ireland;journal;00814776;0,144;Q4;9;9;25;258;5;18;0,23;28,67;-;0;4;Ireland;Western Europe;Statistical and Social Inquiry Society of Ireland;2009-2011, 2014-2015, 2017-2024;"Economics and Econometrics (Q4); Sociology and Political Science (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Economics, Econometrics and Finance; Social Sciences"
25021;21100939599;Kardiologiya i Serdechno-Sosudistaya Khirurgiya;journal;23094737, 19966385;0,144;Q4;11;95;281;2006;70;281;0,23;21,12;-;0;40;Russian Federation;Eastern Europe;Media Sphera Publishing Group;2012-2024;"Cardiology and Cardiovascular Medicine (Q4); Emergency Medicine (Q4); Surgery (Q4)";Medicine
25022;4000148212;Kinesitherapie;journal;17790123, 22131566;0,144;Q4;11;119;302;1796;47;263;0,13;15,09;-;0;17;France;Western Europe;Elsevier Masson s.r.l.;2006-2025;"Physical Therapy, Sports Therapy and Rehabilitation (Q4); Rehabilitation (Q4)";"Health Professions; Medicine"
25023;21100889413;Language and Psychoanalysis;journal;2049324X;0,144;Q3;4;0;14;0;8;14;0,00;0,00;-;0;0;United Kingdom;Western Europe;University of Edinburgh;2018-2022;"Linguistics and Language (Q3); Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology; Social Sciences"
25024;86787;Malayan Nature Journal;journal;00251291;0,144;Q4;12;17;129;469;35;126;0,22;27,59;-;0;11;Malaysia;Asiatic Region;Malaysian Nature Society;1977, 1982-1984, 2008-2015, 2017-2024;"Ecology, Evolution, Behavior and Systematics (Q4); Nature and Landscape Conservation (Q4)";"Agricultural and Biological Sciences; Environmental Science"
25025;17758;Medecine/Sciences;journal;07670974, 19585381;0,144;Q4;32;223;677;3747;190;619;0,25;16,80;-;0;46;France;Western Europe;EDP Sciences;1990-2025;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Medicine (miscellaneous) (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
25026;19905;Medicina Paliativa;journal;1134248X;0,144;Q4;15;0;84;0;15;63;0,13;0,00;-;0;0;Spain;Western Europe;Sociedad Espanola de Cuidados Paliativos;2000-2023;"Anesthesiology and Pain Medicine (Q4); Clinical Psychology (Q4); Medical and Surgical Nursing (Q4); Medicine (miscellaneous) (Q4); Nursing (miscellaneous) (Q4)";"Medicine; Nursing; Psychology"
25027;110087;Mikrobiolohichnyi Zhurnal;journal;10280987, 26169258;0,144;Q4;12;55;154;2244;79;154;0,50;40,80;-;0;21;Ukraine;Eastern Europe;Zabolotny Institute of Microbiology and Virology of NAS of Ukraine;1993-2024;"Biotechnology (Q4); Immunology (Q4); Microbiology (Q4); Microbiology (medical) (Q4); Molecular Biology (Q4); Virology (Q4)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
25028;21100928816;Mouseion;journal;19135416, 14969343;0,144;Q2;5;0;47;0;6;42;0,10;0,00;-;0;0;Canada;Northern America;University of Toronto Press;2019-2023;"Classics (Q2); Archeology (Q3); Archeology (arts and humanities) (Q3)";"Arts and Humanities; Social Sciences"
25029;21100805794;Museums and Social Issues;journal;15596893, 20516193;0,144;Q2;8;6;32;217;12;29;0,05;36,17;-;0;3;United Kingdom;Western Europe;Taylor and Francis Ltd.;2015-2019, 2021-2025;"Museology (Q2); Cultural Studies (Q3)";"Arts and Humanities; Social Sciences"
25030;21100923711;Ochrona Przed Korozja;journal;24499501, 04737733;0,144;Q4;4;44;142;900;36;113;0,29;20,45;-;0;5;Poland;Eastern Europe;Wydawnictwo SIGMA - N O T Sp. z o.o.;2019-2025;"Chemical Engineering (miscellaneous) (Q4); Materials Chemistry (Q4); Metals and Alloys (Q4); Surfaces, Coatings and Films (Q4)";"Chemical Engineering; Materials Science"
25031;145190;Online Brazilian Journal of Nursing;journal;16764285;0,144;Q4;11;41;138;938;31;132;0,16;22,88;-;0;17;Brazil;Latin America;Universidade Federal Fluminense;2004-2025;Nursing (miscellaneous) (Q4);Nursing
25032;5700159257;Peace and Conflict Studies;journal;10827307;0,144;Q4;10;10;24;478;16;24;0,47;47,80;-;0;4;United States;Northern America;Network of Peace and Conflict Studies;2002, 2008-2024;"Safety Research (Q4); Safety, Risk, Reliability and Quality (Q4)";"Engineering; Social Sciences"
25033;23052;Politicka Ekonomie;journal;23368225, 00323233;0,144;Q4;17;37;94;2239;44;94;0,43;60,51;-;0;25;Czech Republic;Eastern Europe;Prague University of Economics and Business;1980, 1982, 1986-1987, 1993, 1996-2024;"Economics and Econometrics (Q4); Sociology and Political Science (Q4)";"Economics, Econometrics and Finance; Social Sciences"
25034;21101192686;Prismas: Revista de Historia Intelectual;journal;18520499, 16661508;0,144;Q2;3;21;59;525;10;50;0,19;25,00;-;0;0;Argentina;Latin America;National University of Quilmes;2019-2025;"History (Q2); History and Philosophy of Science (Q3)";Arts and Humanities
25035;4700152709;Progress in Industrial Ecology;journal;14788764, 14768917;0,144;Q4;25;21;29;843;17;29;0,59;40,14;-;0;17;United Kingdom;Western Europe;Inderscience Enterprises Ltd;2004-2010, 2012-2020, 2022-2024;"Development (Q4); Ecology (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Management, Monitoring, Policy and Law (Q4); Waste Management and Disposal (Q4)";"Economics, Econometrics and Finance; Environmental Science; Social Sciences"
25036;34363;R and D: Research and Development Kobe Steel Engineering Reports;journal;03738868;0,144;Q4;12;76;53;828;5;50;0,10;10,89;-;0;33;Japan;Asiatic Region;Kobe Steel Ltd;1978-2024;"Materials Chemistry (Q4); Mechanics of Materials (Q4); Metals and Alloys (Q4)";"Engineering; Materials Science"
25037;21101000291;Rakenteiden Mekaniikka;journal;17975301, 07836104;0,144;Q4;4;11;43;198;6;39;0,18;18,00;-;0;1;Finland;Western Europe;Aalto-yliopisto - Rakennustekniikan laitos;2019-2024;"Mechanical Engineering (Q4); Mechanics of Materials (Q4)";Engineering
25038;12600154757;Revista de Economia Contemporanea;journal;19805527, 14159848;0,144;Q4;10;16;58;847;14;57;0,28;52,94;-;0;11;Brazil;Latin America;Universidade Federal do Rio de Janeiro - UFRJ;2008-2024;Economics, Econometrics and Finance (miscellaneous) (Q4);Economics, Econometrics and Finance
25039;21100775478;Russian Open Medical Journal;journal;23043415;0,144;Q4;12;43;182;1936;70;182;0,37;45,02;-;0;21;Russian Federation;Eastern Europe;Russian Open Medical Journal;2012-2024;Medicine (miscellaneous) (Q4);Medicine
25040;21100285049;Rwanda Medical Journal;journal;2079097X, 24108626;0,144;Q4;8;43;106;1168;53;104;0,58;27,16;-;0;23;Rwanda;Africa;Rwanda Biomedical Centre (RBC);2013-2024;Medicine (miscellaneous) (Q4);Medicine
25041;21101028164;Scientia Paedagogica Experimentalis;journal;05822351;0,144;Q4;3;9;28;238;8;26;0,17;26,44;-;0;4;Belgium;Western Europe;ICIWO vzw;2018-2024;"Education (Q4); Social Sciences (miscellaneous) (Q4)";Social Sciences
25042;21101064205;South African Orthopaedic Journal;journal;1681150X, 23098309;0,144;Q4;5;28;107;694;30;89;0,30;24,79;-;0;10;South Africa;Africa;Medpharm Publications;2019-2024;Orthopedics and Sports Medicine (Q4);Medicine
25043;21100238625;Suomen Antropologi;journal;03553930, 17998972;0,144;Q3;14;32;51;903;15;43;0,16;28,22;-;0;4;Finland;Western Europe;Finnish Anthropological Society;2010-2025;Anthropology (Q3);Social Sciences
25044;21100943503;Sustainable Mediterranean Construction;journal;24208213, 23851546;0,144;Q3;5;48;149;911;27;138;0,20;18,98;-;0;37;Italy;Western Europe;Luciano Editore;2000, 2019-2024;"Architecture (Q3); Conservation (Q3); Building and Construction (Q4); Geography, Planning and Development (Q4); Nature and Landscape Conservation (Q4); Urban Studies (Q4)";"Arts and Humanities; Engineering; Environmental Science; Social Sciences"
25045;21101021141;Thailand and the World Economy;journal;26510529, 26300931;0,144;Q4;5;29;63;1606;36;62;0,61;55,38;-;0;22;Thailand;Asiatic Region;Thammasat University;2018-2025;"Development (Q4); Economics and Econometrics (Q4); Finance (Q4)";"Economics, Econometrics and Finance; Social Sciences"
25046;21100887524;Theatre and Performance Design;journal;23322578, 23322551;0,144;Q2;8;24;57;434;12;41;0,11;18,08;-;0;4;United Kingdom;Western Europe;Taylor and Francis Ltd.;2015-2024;"Visual Arts and Performing Arts (Q2); Architecture (Q3)";"Arts and Humanities; Engineering"
25047;91302;Vernacular Architecture;journal;03055477, 17496292;0,144;Q2;13;2;18;48;1;15;0,00;24,00;-;0;0;United Kingdom;Western Europe;Maney Publishing;1971-2025;"History (Q2); Visual Arts and Performing Arts (Q2); Architecture (Q3); Conservation (Q3)";"Arts and Humanities; Engineering"
25048;19700173167;Zywnosc. Nauka. Technologia. Jakosc/Food. Science Technology. Quality;journal;24510777, 24510769;0,144;Q4;17;34;114;1473;34;113;0,31;43,32;-;0;16;Poland;Eastern Europe;Polish Society of Food Technologists;2009-2024;"Food Science (Q4); Industrial and Manufacturing Engineering (Q4)";"Agricultural and Biological Sciences; Engineering"
25049;144841;Acta Angiologica;journal;1234950X, 16443276;0,143;Q4;8;21;53;758;16;52;0,24;36,10;-;0;10;Poland;Eastern Europe;Via Medica;2005-2024;Cardiology and Cardiovascular Medicine (Q4);Medicine
25050;21101212238;Acta Biologica Universitatis Daugavpiliensis;journal;14078953;0,143;Q4;3;29;52;921;7;51;0,16;31,76;-;0;8;Latvia;Eastern Europe;"Daugavpils University Academic Press Saule""""";2020-2024;Agricultural and Biological Sciences (miscellaneous) (Q4);Agricultural and Biological Sciences
25051;5800222465;Acta Orientalia;journal;00016446, 15882667;0,143;Q2;9;12;77;819;11;77;0,13;68,25;-;0;0;Hungary;Eastern Europe;Akademiai Kiado ZRt.;2007-2025;"History (Q2); Literature and Literary Theory (Q2); Cultural Studies (Q3); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
25052;21101113620;Acta Zoologica Lilloana;journal;00651729, 18526098;0,143;Q4;3;51;61;1579;13;60;0,22;30,96;-;0;14;Argentina;Latin America;Fundacion Miguel Lillo;2019-2024;Animal Science and Zoology (Q4);Agricultural and Biological Sciences
25053;21100872361;American Political Thought;journal;21611599, 21611580;0,143;Q4;7;19;66;853;17;61;0,26;44,89;-;0;3;United States;Northern America;University of Chicago Press;2015-2024;"Political Science and International Relations (Q4); Sociology and Political Science (Q4)";Social Sciences
25054;21100793198;Analele Universitatii din Oradea, Fascicula Biologie;journal;12245119, 18447589;0,143;Q4;5;20;71;956;25;71;0,37;47,80;-;0;11;Romania;Eastern Europe;University of Oradea Publishing House;2016-2024;"Agronomy and Crop Science (Q4); Biotechnology (Q4); Ecology, Evolution, Behavior and Systematics (Q4); Genetics (Q4); Molecular Biology (Q4); Physiology (Q4); Plant Science (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
